,AccountNumber,AddressLine1Individual,AddressLine1Store,AddressLine2Individual,AddressLine2Store,AddressTypeIndividual,AddressTypeStore,BillToAddressID,CarrierTrackingNumber,CityIndividual,CityStore,Class,Color,CountryRegionCode,CountryRegionNameIndividual,CountryRegionNameStore,CreditCardApprovalCode,CreditCardID,CurrencyRateID,CustomerID,DueDate,FinishedGoodsFlag,FirstName,Freight,LastName,LineTotal,ListPrice,MakeFlag,MiddleName,OnlineOrderFlag,OrderDate,OrderQty,PersonID,PostalCodeIndividual,PostalCodeStore,Product,ProductCategory,ProductCategoryID,ProductID,ProductLine,ProductModelID,ProductNumber,ProductSubCategory,ProductSubcategoryID,PurchaseOrderNumber,Region,RevisionNumber,SalesOrderDetailID,SalesOrderID,SalesOrderNumber,SalesPersonID,ShipDate,ShipMethodID,ShipToAddressID,Size,SpecialOfferID,StandardCost,StateProvinceNameIndividual,StateProvinceNameStore,Status,Store,StoreID,Style,SubTotal,TaxAmt,Territory,TerritoryID,TotalDue,UnitPrice,UnitPriceDiscount
49,10-4030-017151,NA,NA,NA,NA,NA,NA,28975,NA,NA,NA,NA,NA,US,NA,NA,724969Vi22058,4194,NA,17151,7/12/2014,TRUE,NA,0.3235,NA,4.99,4.99,FALSE,NA,Yes,6/30/2014,1,19874,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,121268,75104,SO75104,NA,7/7/2014,1,28975,NA,1,1.8663,NA,NA,5,NA,NA,NA,12.94,1.0352,Northwest,1,14.2987,4.99,0
50,10-4030-017151,NA,NA,NA,NA,NA,NA,28975,NA,NA,NA,NA,NA,US,NA,NA,724969Vi22058,4194,NA,17151,7/12/2014,TRUE,NA,0.3235,NA,7.95,7.95,FALSE,NA,Yes,6/30/2014,1,19874,NA,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,North America,8,121269,75104,SO75104,NA,7/7/2014,1,28975,NA,1,2.9733,NA,NA,5,NA,NA,NA,12.94,1.0352,Northwest,1,14.2987,7.95,0
51,10-4030-018529,NA,NA,NA,NA,NA,NA,23999,NA,NA,NA,NA,NA,US,NA,NA,124456Vi73852,14243,NA,18529,7/12/2014,TRUE,NA,0.9995,NA,4.99,4.99,FALSE,NA,Yes,6/30/2014,1,14929,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,121266,75103,SO75103,NA,7/7/2014,1,23999,NA,1,1.8663,NA,NA,5,NA,NA,NA,39.98,3.1984,Southeast,5,44.1779,4.99,0
52,10-4030-018529,NA,NA,NA,NA,NA,NA,23999,NA,NA,NA,NA,Black,US,NA,NA,124456Vi73852,14243,NA,18529,7/12/2014,TRUE,NA,0.9995,NA,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,14929,NA,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,North America,8,121267,75103,SO75103,NA,7/7/2014,1,23999,NA,1,13.0863,NA,NA,5,NA,NA,NA,39.98,3.1984,Southeast,5,44.1779,34.99,0
53,10-4030-019893,NA,NA,NA,NA,NA,NA,25319,NA,NA,NA,NA,Multi,US,NA,NA,424396Vi68952,13296,NA,19893,7/12/2014,TRUE,NA,2.9995,NA,49.99,49.99,FALSE,NA,Yes,6/30/2014,1,16236,NA,NA,"Long-Sleeve Logo Jersey, L",Clothing,3,715,S,11,LJ-0192-L,Jerseys,21,NA,North America,8,121265,75102,SO75102,NA,7/7/2014,1,25319,L,1,38.4923,NA,NA,5,NA,NA,U,119.98,9.5984,Northwest,1,132.5779,49.99,0
54,10-4030-019893,NA,NA,NA,NA,NA,NA,25319,NA,NA,NA,NA,Black,US,NA,NA,424396Vi68952,13296,NA,19893,7/12/2014,TRUE,NA,2.9995,NA,69.99,69.99,FALSE,NA,Yes,6/30/2014,1,16236,NA,NA,"Women's Mountain Shorts, L",Clothing,3,869,M,37,SH-W890-L,Shorts,22,NA,North America,8,121264,75102,SO75102,NA,7/7/2014,1,25319,L,1,26.1763,NA,NA,5,NA,NA,W,119.98,9.5984,Northwest,1,132.5779,69.99,0
55,10-4030-020201,"12, rue des Berges",NA,NA,NA,Home,NA,20069,NA,Villeneuve-d'Ascq,NA,NA,Black,US,France,NA,1123966Vi30332,5813,NA,20201,7/12/2014,TRUE,Destiny,3.3373,Henderson,69.99,69.99,FALSE,NA,Yes,6/30/2014,1,11004,59491,NA,"Women's Mountain Shorts, S",Clothing,3,867,M,37,SH-W890-S,Shorts,22,NA,North America,8,121262,75101,SO75101,NA,7/7/2014,1,20069,S,1,26.1763,Nord,NA,5,NA,NA,W,133.49,10.6792,Southwest,4,147.5065,69.99,0
56,10-4030-020201,"12, rue des Berges",NA,NA,NA,Home,NA,20069,NA,Villeneuve-d'Ascq,NA,NA,Blue,US,France,NA,1123966Vi30332,5813,NA,20201,7/12/2014,TRUE,Destiny,3.3373,Henderson,63.5,63.5,FALSE,NA,Yes,6/30/2014,1,11004,59491,NA,"Classic Vest, L",Clothing,3,866,S,1,VE-C304-L,Vests,25,NA,North America,8,121263,75101,SO75101,NA,7/7/2014,1,20069,L,1,23.749,Nord,NA,5,NA,NA,U,133.49,10.6792,Southwest,4,147.5065,63.5,0
57,10-4030-013350,NA,NA,NA,NA,NA,NA,23301,NA,NA,NA,NA,NA,CA,NA,NA,823714Vi77345,14929,NA,13350,7/12/2014,TRUE,NA,1.962,NA,4.99,4.99,FALSE,NA,Yes,6/30/2014,1,14231,NA,NA,Water Bottle - 30 oz.,Accessories,4,870,S,111,WB-H098,Bottles and Cages,28,NA,North America,8,121260,75100,SO75100,NA,7/7/2014,1,23301,NA,1,1.8663,NA,NA,5,NA,NA,NA,78.48,6.2784,Canada,6,86.7204,4.99,0
58,10-4030-013350,NA,NA,NA,NA,NA,NA,23301,NA,NA,NA,NA,NA,CA,NA,NA,823714Vi77345,14929,NA,13350,7/12/2014,TRUE,NA,1.962,NA,9.99,9.99,FALSE,NA,Yes,6/30/2014,1,14231,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,121259,75100,SO75100,NA,7/7/2014,1,23301,NA,1,3.7363,NA,NA,5,NA,NA,NA,78.48,6.2784,Canada,6,86.7204,9.99,0
59,10-4030-013350,NA,NA,NA,NA,NA,NA,23301,NA,NA,NA,NA,Blue,CA,NA,NA,823714Vi77345,14929,NA,13350,7/12/2014,TRUE,NA,1.962,NA,63.5,63.5,FALSE,NA,Yes,6/30/2014,1,14231,NA,NA,"Classic Vest, L",Clothing,3,866,S,1,VE-C304-L,Vests,25,NA,North America,8,121261,75100,SO75100,NA,7/7/2014,1,23301,L,1,23.749,NA,NA,5,NA,NA,U,78.48,6.2784,Canada,6,86.7204,63.5,0
60,10-4030-021163,NA,NA,NA,NA,NA,NA,27475,NA,NA,NA,NA,NA,US,NA,NA,523604Vi96748,18619,NA,21163,7/12/2014,TRUE,NA,1.8233,NA,9.99,9.99,FALSE,NA,Yes,6/30/2014,1,18387,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,121256,75099,SO75099,NA,7/7/2014,1,27475,NA,1,3.7363,NA,NA,5,NA,NA,NA,72.93,5.8344,Southwest,4,80.5877,9.99,0
61,10-4030-021163,NA,NA,NA,NA,NA,NA,27475,NA,NA,NA,NA,NA,US,NA,NA,523604Vi96748,18619,NA,21163,7/12/2014,TRUE,NA,1.8233,NA,7.95,7.95,FALSE,NA,Yes,6/30/2014,1,18387,NA,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,North America,8,121258,75099,SO75099,NA,7/7/2014,1,27475,NA,1,2.9733,NA,NA,5,NA,NA,NA,72.93,5.8344,Southwest,4,80.5877,7.95,0
62,10-4030-021163,NA,NA,NA,NA,NA,NA,27475,NA,NA,NA,NA,Silver,US,NA,NA,523604Vi96748,18619,NA,21163,7/12/2014,TRUE,NA,1.8233,NA,54.99,54.99,FALSE,NA,Yes,6/30/2014,1,18387,NA,NA,Hydration Pack - 70 oz.,Accessories,4,880,S,107,HY-1023-70,Hydration Packs,32,NA,North America,8,121257,75099,SO75099,NA,7/7/2014,1,27475,70,1,20.5663,NA,NA,5,NA,NA,NA,72.93,5.8344,Southwest,4,80.5877,54.99,0
63,10-4030-023381,6252 Winding Lane,NA,NA,NA,Home,NA,13855,NA,Cranbourne,NA,NA,NA,US,Australia,NA,623405Vi15459,2957,NA,23381,7/12/2014,TRUE,Desiree,0.9318,Gutierrez,4.99,4.99,FALSE,NA,Yes,6/30/2014,1,4820,3977,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,121253,75098,SO75098,NA,7/7/2014,1,13855,NA,1,1.8663,Victoria,NA,5,NA,NA,NA,37.27,2.9816,Northwest,1,41.1834,4.99,0
64,10-4030-023381,6252 Winding Lane,NA,NA,NA,Home,NA,13855,NA,Cranbourne,NA,NA,NA,US,Australia,NA,623405Vi15459,2957,NA,23381,7/12/2014,TRUE,Desiree,0.9318,Gutierrez,2.29,2.29,FALSE,NA,Yes,6/30/2014,1,4820,3977,NA,Patch Kit/8 Patches,Accessories,4,873,S,114,PK-7098,Tires and Tubes,37,NA,North America,8,121255,75098,SO75098,NA,7/7/2014,1,13855,NA,1,0.8565,Victoria,NA,5,NA,NA,NA,37.27,2.9816,Northwest,1,41.1834,2.29,0
65,10-4030-023381,6252 Winding Lane,NA,NA,NA,Home,NA,13855,NA,Cranbourne,NA,M,NA,US,Australia,NA,623405Vi15459,2957,NA,23381,7/12/2014,TRUE,Desiree,0.9318,Gutierrez,29.99,29.99,FALSE,NA,Yes,6/30/2014,1,4820,3977,NA,ML Mountain Tire,Accessories,4,929,M,86,TI-M602,Tires and Tubes,37,NA,North America,8,121254,75098,SO75098,NA,7/7/2014,1,13855,NA,1,11.2163,Victoria,NA,5,NA,NA,NA,37.27,2.9816,Northwest,1,41.1834,29.99,0
66,10-4030-021717,NA,NA,NA,NA,NA,NA,26058,NA,NA,NA,NA,Black,US,NA,NA,623350Vi97588,18780,NA,21717,7/12/2014,TRUE,NA,1.1245,NA,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,16972,NA,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,North America,8,121252,75097,SO75097,NA,7/7/2014,1,26058,NA,1,13.0863,NA,NA,5,NA,NA,NA,44.98,3.5984,Southwest,4,49.7029,34.99,0
67,10-4030-021717,NA,NA,NA,NA,NA,NA,26058,NA,NA,NA,NA,NA,US,NA,NA,623350Vi97588,18780,NA,21717,7/12/2014,TRUE,NA,1.1245,NA,9.99,9.99,FALSE,NA,Yes,6/30/2014,1,16972,NA,NA,Mountain Bottle Cage,Accessories,4,871,M,112,BC-M005,Bottles and Cages,28,NA,North America,8,121251,75097,SO75097,NA,7/7/2014,1,26058,NA,1,3.7363,NA,NA,5,NA,NA,NA,44.98,3.5984,Southwest,4,49.7029,9.99,0
68,10-4030-011287,NA,NA,NA,NA,NA,NA,25057,NA,NA,NA,NA,Blue,CA,NA,NA,420699Vi97785,18822,NA,11287,7/12/2014,TRUE,NA,2.2243,NA,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,15978,NA,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,North America,8,121249,75096,SO75096,NA,7/7/2014,1,25057,NA,1,13.0863,NA,NA,5,NA,NA,NA,88.97,7.1176,Canada,6,98.3119,34.99,0
69,10-4030-011287,NA,NA,NA,NA,NA,NA,25057,NA,NA,NA,NA,NA,CA,NA,NA,420699Vi97785,18822,NA,11287,7/12/2014,TRUE,NA,2.2243,NA,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,15978,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,North America,8,121248,75096,SO75096,NA,7/7/2014,1,25057,NA,1,1.4923,NA,NA,5,NA,NA,NA,88.97,7.1176,Canada,6,98.3119,3.99,0
70,10-4030-011287,NA,NA,NA,NA,NA,NA,25057,NA,NA,NA,NA,Multi,CA,NA,NA,420699Vi97785,18822,NA,11287,7/12/2014,TRUE,NA,2.2243,NA,49.99,49.99,FALSE,NA,Yes,6/30/2014,1,15978,NA,NA,"Long-Sleeve Logo Jersey, XL",Clothing,3,716,S,11,LJ-0192-X,Jerseys,21,NA,North America,8,121250,75096,SO75096,NA,7/7/2014,1,25057,XL,1,38.4923,NA,NA,5,NA,NA,U,88.97,7.1176,Canada,6,98.3119,49.99,0
71,10-4030-011657,NA,NA,NA,NA,NA,NA,28191,NA,NA,NA,NA,Yellow,US,NA,NA,220634Vi25995,4954,NA,11657,7/12/2014,TRUE,NA,1.3498,NA,53.99,53.99,FALSE,NA,Yes,6/30/2014,1,19100,NA,NA,"Short-Sleeve Classic Jersey, S",Clothing,3,881,S,32,SJ-0194-S,Jerseys,21,NA,North America,8,121247,75095,SO75095,NA,7/7/2014,1,28191,S,1,41.5723,NA,NA,5,NA,NA,U,53.99,4.3192,Southwest,4,59.659,53.99,0
72,10-4030-016927,8029 Golden Meadow Dr.,NA,NA,NA,Home,NA,18927,NA,Burien,NA,NA,NA,AU,United States,NA,1218746Vi99208,19092,NA,16927,7/12/2014,TRUE,Chelsea,0.1988,Suri,7.95,7.95,FALSE,NA,Yes,6/30/2014,1,9872,98168,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,Pacific,8,121246,75094,SO75094,NA,7/7/2014,1,18927,NA,1,2.9733,Washington,NA,5,NA,NA,NA,7.95,0.636,Australia,9,8.7848,7.95,0
73,10-4030-016170,NA,NA,NA,NA,NA,NA,21837,NA,NA,NA,NA,NA,AU,NA,NA,1118534Vi10970,2107,NA,16170,7/12/2014,TRUE,NA,3.9148,NA,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,12767,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,121243,75093,SO75093,NA,7/7/2014,1,21837,NA,1,1.4923,NA,NA,5,NA,NA,NA,156.59,12.5272,Australia,9,173.032,3.99,0
74,10-4030-016170,NA,NA,NA,NA,NA,NA,21837,NA,NA,NA,H,NA,AU,NA,NA,1118534Vi10970,2107,NA,16170,7/12/2014,TRUE,NA,3.9148,NA,32.6,32.6,FALSE,NA,Yes,6/30/2014,1,12767,NA,NA,HL Road Tire,Accessories,4,933,R,90,TI-R982,Tires and Tubes,37,NA,Pacific,8,121244,75093,SO75093,NA,7/7/2014,1,21837,NA,1,12.1924,NA,NA,5,NA,NA,NA,156.59,12.5272,Australia,9,173.032,32.6,0
75,10-4030-016170,NA,NA,NA,NA,NA,NA,21837,NA,NA,NA,NA,NA,AU,NA,NA,1118534Vi10970,2107,NA,16170,7/12/2014,TRUE,NA,3.9148,NA,120,120,FALSE,NA,Yes,6/30/2014,1,12767,NA,NA,Hitch Rack - 4-Bike,Accessories,4,876,S,118,RA-H123,Bike Racks,26,NA,Pacific,8,121245,75093,SO75093,NA,7/7/2014,1,21837,NA,1,44.88,NA,NA,5,NA,NA,NA,156.59,12.5272,Australia,9,173.032,120,0
76,10-4030-026564,2511 Via Appia,NA,NA,NA,Home,NA,16624,NA,North Ryde,NA,NA,NA,AU,Australia,NA,517728Vi73092,14089,NA,26564,7/12/2014,TRUE,Nichole,1.2493,Goel,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,7582,2113,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,121242,75092,SO75092,NA,7/7/2014,1,16624,NA,1,1.4923,New South Wales,NA,5,NA,NA,NA,49.97,3.9976,Australia,9,55.2169,3.99,0
77,10-4030-026564,2511 Via Appia,NA,NA,NA,Home,NA,16624,NA,North Ryde,NA,NA,Black,AU,Australia,NA,517728Vi73092,14089,NA,26564,7/12/2014,TRUE,Nichole,1.2493,Goel,24.49,24.49,FALSE,NA,Yes,6/30/2014,1,7582,2113,NA,"Half-Finger Gloves, M",Clothing,3,859,S,4,GL-H102-M,Gloves,20,NA,Pacific,8,121241,75092,SO75092,NA,7/7/2014,1,16624,M,1,9.1593,New South Wales,NA,5,NA,NA,U,49.97,3.9976,Australia,9,55.2169,24.49,0
78,10-4030-026564,2511 Via Appia,NA,NA,NA,Home,NA,16624,NA,North Ryde,NA,L,NA,AU,Australia,NA,517728Vi73092,14089,NA,26564,7/12/2014,TRUE,Nichole,1.2493,Goel,21.49,21.49,FALSE,NA,Yes,6/30/2014,1,7582,2113,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Pacific,8,121240,75092,SO75092,NA,7/7/2014,1,16624,NA,1,8.0373,New South Wales,NA,5,NA,NA,NA,49.97,3.9976,Australia,9,55.2169,21.49,0
79,10-4030-020601,NA,NA,NA,NA,NA,NA,26947,NA,NA,NA,NA,NA,AU,NA,NA,1217722Vi94698,18256,NA,20601,7/12/2014,TRUE,NA,2.0118,NA,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,17860,NA,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,121238,75091,SO75091,NA,7/7/2014,1,26947,NA,1,1.4923,NA,NA,5,NA,NA,NA,80.47,6.4376,Australia,9,88.9194,3.99,0
80,10-4030-020601,NA,NA,NA,NA,NA,NA,26947,NA,NA,NA,L,NA,AU,NA,NA,1217722Vi94698,18256,NA,20601,7/12/2014,TRUE,NA,2.0118,NA,21.49,21.49,FALSE,NA,Yes,6/30/2014,1,17860,NA,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Pacific,8,121237,75091,SO75091,NA,7/7/2014,1,26947,NA,1,8.0373,NA,NA,5,NA,NA,NA,80.47,6.4376,Australia,9,88.9194,21.49,0
81,10-4030-020601,NA,NA,NA,NA,NA,NA,26947,NA,NA,NA,NA,Silver,AU,NA,NA,1217722Vi94698,18256,NA,20601,7/12/2014,TRUE,NA,2.0118,NA,54.99,54.99,FALSE,NA,Yes,6/30/2014,1,17860,NA,NA,Hydration Pack - 70 oz.,Accessories,4,880,S,107,HY-1023-70,Hydration Packs,32,NA,Pacific,8,121239,75091,SO75091,NA,7/7/2014,1,26947,70,1,20.5663,NA,NA,5,NA,NA,NA,80.47,6.4376,Australia,9,88.9194,54.99,0
82,10-4030-027686,NA,NA,NA,NA,NA,NA,27023,NA,NA,NA,NA,NA,AU,NA,NA,417628Vi91383,17603,NA,27686,7/12/2014,TRUE,NA,1.8745,NA,4.99,4.99,FALSE,NA,Yes,6/30/2014,1,17936,NA,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,Pacific,8,121234,75090,SO75090,NA,7/7/2014,1,27023,NA,1,1.8663,NA,NA,5,NA,NA,NA,74.98,5.9984,Australia,9,82.8529,4.99,0
83,10-4030-027686,NA,NA,NA,NA,NA,NA,27023,NA,NA,NA,NA,Black,AU,NA,NA,417628Vi91383,17603,NA,27686,7/12/2014,TRUE,NA,1.8745,NA,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,17936,NA,NA,"Sport-100 Helmet, Black",Accessories,4,708,S,33,HL-U509,Helmets,31,NA,Pacific,8,121236,75090,SO75090,NA,7/7/2014,1,27023,NA,1,13.0863,NA,NA,5,NA,NA,NA,74.98,5.9984,Australia,9,82.8529,34.99,0
84,10-4030-027686,NA,NA,NA,NA,NA,NA,27023,NA,NA,NA,H,NA,AU,NA,NA,417628Vi91383,17603,NA,27686,7/12/2014,TRUE,NA,1.8745,NA,35,35,FALSE,NA,Yes,6/30/2014,1,17936,NA,NA,HL Mountain Tire,Accessories,4,930,M,87,TI-M823,Tires and Tubes,37,NA,Pacific,8,121235,75090,SO75090,NA,7/7/2014,1,27023,NA,1,13.09,NA,NA,5,NA,NA,NA,74.98,5.9984,Australia,9,82.8529,35,0
85,10-4030-019585,"864, rue Mazagran",NA,NA,NA,Home,NA,19770,NA,Dunkerque,NA,NA,Blue,AU,France,NA,917477Vi39717,7669,NA,19585,7/12/2014,TRUE,Rachel,1.5118,Flores,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,10708,59140,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Pacific,8,121233,75089,SO75089,NA,7/7/2014,1,19770,NA,1,13.0863,Nord,NA,5,NA,NA,NA,60.47,4.8376,Australia,9,66.8194,34.99,0
86,10-4030-019585,"864, rue Mazagran",NA,NA,NA,Home,NA,19770,NA,Dunkerque,NA,NA,NA,AU,France,NA,917477Vi39717,7669,NA,19585,7/12/2014,TRUE,Rachel,1.5118,Flores,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,10708,59140,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,121232,75089,SO75089,NA,7/7/2014,1,19770,NA,1,1.4923,Nord,NA,5,NA,NA,NA,60.47,4.8376,Australia,9,66.8194,3.99,0
87,10-4030-019585,"864, rue Mazagran",NA,NA,NA,Home,NA,19770,NA,Dunkerque,NA,L,NA,AU,France,NA,917477Vi39717,7669,NA,19585,7/12/2014,TRUE,Rachel,1.5118,Flores,21.49,21.49,FALSE,NA,Yes,6/30/2014,1,10708,59140,NA,LL Road Tire,Accessories,4,931,R,88,TI-R092,Tires and Tubes,37,NA,Pacific,8,121231,75089,SO75089,NA,7/7/2014,1,19770,NA,1,8.0373,Nord,NA,5,NA,NA,NA,60.47,4.8376,Australia,9,66.8194,21.49,0
88,10-4030-014680,Berliner Platz 64,NA,NA,NA,Home,NA,15932,NA,Saarlouis,NA,NA,Blue,AU,Germany,NA,217231Vi37735,7276,NA,14680,7/12/2014,TRUE,Manuel,2.849,Rana,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,6897,66740,NA,"Sport-100 Helmet, Blue",Accessories,4,711,S,33,HL-U509-B,Helmets,31,NA,Pacific,8,121229,75088,SO75088,NA,7/7/2014,1,15932,NA,1,13.0863,Saarland,NA,5,NA,NA,NA,113.96,9.1168,Australia,9,125.9258,34.99,0
89,10-4030-014680,Berliner Platz 64,NA,NA,NA,Home,NA,15932,NA,Saarlouis,NA,NA,NA,AU,Germany,NA,217231Vi37735,7276,NA,14680,7/12/2014,TRUE,Manuel,2.849,Rana,3.99,3.99,FALSE,NA,Yes,6/30/2014,1,6897,66740,NA,Road Tire Tube,Accessories,4,922,R,93,TT-R982,Tires and Tubes,37,NA,Pacific,8,121227,75088,SO75088,NA,7/7/2014,1,15932,NA,1,1.4923,Saarland,NA,5,NA,NA,NA,113.96,9.1168,Australia,9,125.9258,3.99,0
90,10-4030-014680,Berliner Platz 64,NA,NA,NA,Home,NA,15932,NA,Saarlouis,NA,M,NA,AU,Germany,NA,217231Vi37735,7276,NA,14680,7/12/2014,TRUE,Manuel,2.849,Rana,24.99,24.99,FALSE,NA,Yes,6/30/2014,1,6897,66740,NA,ML Road Tire,Accessories,4,932,R,89,TI-R628,Tires and Tubes,37,NA,Pacific,8,121228,75088,SO75088,NA,7/7/2014,1,15932,NA,1,9.3463,Saarland,NA,5,NA,NA,NA,113.96,9.1168,Australia,9,125.9258,24.99,0
91,10-4030-014680,Berliner Platz 64,NA,NA,NA,Home,NA,15932,NA,Saarlouis,NA,NA,Multi,AU,Germany,NA,217231Vi37735,7276,NA,14680,7/12/2014,TRUE,Manuel,2.849,Rana,49.99,49.99,FALSE,NA,Yes,6/30/2014,1,6897,66740,NA,"Long-Sleeve Logo Jersey, S",Clothing,3,713,S,11,LJ-0192-S,Jerseys,21,NA,Pacific,8,121230,75088,SO75088,NA,7/7/2014,1,15932,S,1,38.4923,Saarland,NA,5,NA,NA,U,113.96,9.1168,Australia,9,125.9258,49.99,0
92,10-4030-011794,NA,NA,NA,NA,NA,NA,28126,NA,NA,NA,NA,Red,US,NA,NA,416888Vi63928,12357,NA,11794,7/12/2014,TRUE,NA,0.8748,NA,34.99,34.99,FALSE,NA,Yes,6/30/2014,1,19035,NA,NA,"Sport-100 Helmet, Red",Accessories,4,707,S,33,HL-U509-R,Helmets,31,NA,North America,8,121226,75087,SO75087,NA,7/7/2014,1,28126,NA,1,13.0863,NA,NA,5,NA,NA,NA,34.99,2.7992,Southwest,4,38.664,34.99,0
93,10-4030-028789,2496 Greendell Pl.,NA,NA,NA,Home,NA,14951,NA,Townsville,NA,NA,NA,US,Australia,NA,1016765Vi42539,8208,NA,28789,7/12/2014,TRUE,Nathaniel,0.1988,Morgan,7.95,7.95,FALSE,NA,Yes,6/30/2014,1,5916,4810,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,North America,8,121225,75086,SO75086,NA,7/7/2014,1,14951,NA,1,2.9733,Queensland,NA,5,NA,NA,NA,7.95,0.636,Southwest,4,8.7848,7.95,0
94,10-4030-011927,NA,NA,NA,NA,NA,NA,29000,NA,NA,NA,NA,Multi,US,NA,NA,216722Vi66293,12820,NA,11927,7/12/2014,TRUE,NA,0.4235,NA,8.99,8.99,FALSE,NA,Yes,6/30/2014,1,19899,NA,NA,AWC Logo Cap,Clothing,3,712,S,2,CA-1098,Caps,19,NA,North America,8,121223,75085,SO75085,NA,7/7/2014,1,29000,NA,1,6.9223,NA,NA,5,NA,NA,U,16.94,1.3552,Northwest,1,18.7187,8.99,0
95,10-4030-011927,NA,NA,NA,NA,NA,NA,29000,NA,NA,NA,NA,NA,US,NA,NA,216722Vi66293,12820,NA,11927,7/12/2014,TRUE,NA,0.4235,NA,7.95,7.95,FALSE,NA,Yes,6/30/2014,1,19899,NA,NA,Bike Wash - Dissolver,Accessories,4,877,S,119,CL-9009,Cleaners,29,NA,North America,8,121224,75085,SO75085,NA,7/7/2014,1,29000,NA,1,2.9733,NA,NA,5,NA,NA,NA,16.94,1.3552,Northwest,1,18.7187,7.95,0
96,10-4030-011078,NA,NA,NA,NA,NA,NA,24109,NA,NA,NA,NA,NA,CA,NA,NA,316649Vi96855,18642,NA,11078,7/12/2014,TRUE,NA,3,NA,120,120,FALSE,NA,Yes,6/30/2014,1,15039,NA,NA,Hitch Rack - 4-Bike,Accessories,4,876,S,118,RA-H123,Bike Racks,26,NA,North America,8,121222,75084,SO75084,NA,7/7/2014,1,24109,NA,1,44.88,NA,NA,5,NA,NA,NA,120,9.6,Canada,6,132.6,120,0
97,10-4030-013423,NA,NA,NA,NA,NA,NA,23465,NA,NA,NA,NA,NA,CA,NA,NA,829502Vi34860,6699,NA,13423,7/11/2014,TRUE,NA,0.9998,NA,4.99,4.99,FALSE,NA,Yes,6/29/2014,1,14395,NA,NA,Mountain Tire Tube,Accessories,4,921,M,92,TT-M928,Tires and Tubes,37,NA,North America,8,121220,75083,SO75083,NA,7/6/2014,1,23465,NA,1,1.8663,NA,NA,5,NA,NA,NA,39.99,3.1992,Canada,6,44.189,4.99,0
98,10-4030-013423,NA,NA,NA,NA,NA,NA,23465,NA,NA,NA,H,NA,CA,NA,NA,829502Vi34860,6699,NA,13423,7/11/2014,TRUE,NA,0.9998,NA,35,35,FALSE,NA,Yes,6/29/2014,1,14395,NA,NA,HL Mountain Tire,Accessories,4,930,M,87,TI-M823,Tires and Tubes,37,NA,North America,8,121221,75083,SO75083,NA,7/6/2014,1,23465,NA,1,13.09,NA,NA,5,NA,NA,NA,39.99,3.1992,Canada,6,44.189,35,0
